,Date,price,day1,day2,day3,day4,day5,day6,day7,day8,day9,day10
1610,2/9/16,373.25,379.04,377.49,381.12,387.26,398.35,401.97,403.61,415.06,420.37,419.08
1611,2/10/16,379.04,377.49,381.12,387.26,398.35,401.97,403.61,415.06,420.37,419.08,433.03
1612,2/11/16,377.49,381.12,387.26,398.35,401.97,403.61,415.06,420.37,419.08,433.03,438.18
1613,2/12/16,381.12,387.26,398.35,401.97,403.61,415.06,420.37,419.08,433.03,438.18,436.77
1614,2/13/16,387.26,398.35,401.97,403.61,415.06,420.37,419.08,433.03,438.18,436.77,424.46
1615,2/14/16,398.35,401.97,403.61,415.06,420.37,419.08,433.03,438.18,436.77,424.46,419.44
1616,2/15/16,401.97,403.61,415.06,420.37,419.08,433.03,438.18,436.77,424.46,419.44,421.8
1617,2/16/16,403.61,415.06,420.37,419.08,433.03,438.18,436.77,424.46,419.44,421.8,423.97
1618,2/17/16,415.06,420.37,419.08,433.03,438.18,436.77,424.46,419.44,421.8,423.97,431.33
1619,2/18/16,420.37,419.08,433.03,438.18,436.77,424.46,419.44,421.8,423.97,431.33,429.45
1620,2/19/16,419.08,433.03,438.18,436.77,424.46,419.44,421.8,423.97,431.33,429.45,435.78
1621,2/20/16,433.03,438.18,436.77,424.46,419.44,421.8,423.97,431.33,429.45,435.78,432.18
1622,2/21/16,438.18,436.77,424.46,419.44,421.8,423.97,431.33,429.45,435.78,432.18,429.27
1623,2/22/16,436.77,424.46,419.44,421.8,423.97,431.33,429.45,435.78,432.18,429.27,420.16
1624,2/23/16,424.46,419.44,421.8,423.97,431.33,429.45,435.78,432.18,429.27,420.16,416.28
1625,2/24/16,419.44,421.8,423.97,431.33,429.45,435.78,432.18,429.27,420.16,416.28,398.05
1626,2/25/16,421.8,423.97,431.33,429.45,435.78,432.18,429.27,420.16,416.28,398.05,405.06
1627,2/26/16,423.97,431.33,429.45,435.78,432.18,429.27,420.16,416.28,398.05,405.06,410.17
1628,2/27/16,431.33,429.45,435.78,432.18,429.27,420.16,416.28,398.05,405.06,410.17,411.44
1629,2/28/16,429.45,435.78,432.18,429.27,420.16,416.28,398.05,405.06,410.17,411.44,411.41
1630,2/29/16,435.78,432.18,429.27,420.16,416.28,398.05,405.06,410.17,411.44,411.41,413.45
1631,3/1/16,432.18,429.27,420.16,416.28,398.05,405.06,410.17,411.44,411.41,413.45,419.36
1632,3/2/16,429.27,420.16,416.28,398.05,405.06,410.17,411.44,411.41,413.45,419.36,412.93
1633,3/3/16,420.16,416.28,398.05,405.06,410.17,411.44,411.41,413.45,419.36,412.93,413.01
1634,3/4/16,416.28,398.05,405.06,410.17,411.44,411.41,413.45,419.36,412.93,413.01,413.53
1635,3/5/16,398.05,405.06,410.17,411.44,411.41,413.45,419.36,412.93,413.01,413.53,415.5
1636,3/6/16,405.06,410.17,411.44,411.41,413.45,419.36,412.93,413.01,413.53,415.5,415.1
1637,3/7/16,410.17,411.44,411.41,413.45,419.36,412.93,413.01,413.53,415.5,415.1,418.11
1638,3/8/16,411.44,411.41,413.45,419.36,412.93,413.01,413.53,415.5,415.1,418.11,410.02
1639,3/9/16,411.41,413.45,419.36,412.93,413.01,413.53,415.5,415.1,418.11,410.02,406.92
1640,3/10/16,413.45,419.36,412.93,413.01,413.53,415.5,415.1,418.11,410.02,406.92,409.94
1641,3/11/16,419.36,412.93,413.01,413.53,415.5,415.1,418.11,410.02,406.92,409.94,409.26
1642,3/12/16,412.93,413.01,413.53,415.5,415.1,418.11,410.02,406.92,409.94,409.26,414.91
1643,3/13/16,413.01,413.53,415.5,415.1,418.11,410.02,406.92,409.94,409.26,414.91,416.38
1644,3/14/16,413.53,415.5,415.1,418.11,410.02,406.92,409.94,409.26,414.91,416.38,416.03
1645,3/15/16,415.5,415.1,418.11,410.02,406.92,409.94,409.26,414.91,416.38,416.03,415.16
1646,3/16/16,415.1,418.11,410.02,406.92,409.94,409.26,414.91,416.38,416.03,415.16,415.86
1647,3/17/16,418.11,410.02,406.92,409.94,409.26,414.91,416.38,416.03,415.16,415.86,423.72
1648,3/18/16,410.02,406.92,409.94,409.26,414.91,416.38,416.03,415.16,415.86,423.72,422.72
1649,3/19/16,406.92,409.94,409.26,414.91,416.38,416.03,415.16,415.86,423.72,422.72,415.43
1650,3/20/16,409.94,409.26,414.91,416.38,416.03,415.16,415.86,423.72,422.72,415.43,412.56
1651,3/21/16,409.26,414.91,416.38,416.03,415.16,415.86,423.72,422.72,415.43,412.56,414.92
1652,3/22/16,414.91,416.38,416.03,415.16,415.86,423.72,422.72,415.43,412.56,414.92,415.57
1653,3/23/16,416.38,416.03,415.16,415.86,423.72,422.72,415.43,412.56,414.92,415.57,418.37
1654,3/24/16,416.03,415.16,415.86,423.72,422.72,415.43,412.56,414.92,415.57,418.37,417.88
1655,3/25/16,415.16,415.86,423.72,422.72,415.43,412.56,414.92,415.57,418.37,417.88,418.17
1656,3/26/16,415.86,423.72,422.72,415.43,412.56,414.92,415.57,418.37,417.88,418.17,420.96
1657,3/27/16,423.72,422.72,415.43,412.56,414.92,415.57,418.37,417.88,418.17,420.96,421.57
1658,3/28/16,422.72,415.43,412.56,414.92,415.57,418.37,417.88,418.17,420.96,421.57,420.52
1659,3/29/16,415.43,412.56,414.92,415.57,418.37,417.88,418.17,420.96,421.57,420.52,420.66
1660,3/30/16,412.56,414.92,415.57,418.37,417.88,418.17,420.96,421.57,420.52,420.66,415.95
1661,3/31/16,414.92,415.57,418.37,417.88,418.17,420.96,421.57,420.52,420.66,415.95,419.64
1662,4/1/16,415.57,418.37,417.88,418.17,420.96,421.57,420.52,420.66,415.95,419.64,420.65
1663,4/2/16,418.37,417.88,418.17,420.96,421.57,420.52,420.66,415.95,419.64,420.65,424.47
1664,4/3/16,417.88,418.17,420.96,421.57,420.52,420.66,415.95,419.64,420.65,424.47,424.04
1665,4/4/16,418.17,420.96,421.57,420.52,420.66,415.95,419.64,420.65,424.47,424.04,423.77
1666,4/5/16,420.96,421.57,420.52,420.66,415.95,419.64,420.65,424.47,424.04,423.77,427.4
1667,4/6/16,421.57,420.52,420.66,415.95,419.64,420.65,424.47,424.04,423.77,427.4,429.95
1668,4/7/16,420.52,420.66,415.95,419.64,420.65,424.47,424.04,423.77,427.4,429.95,427.53
1669,4/8/16,420.66,415.95,419.64,420.65,424.47,424.04,423.77,427.4,429.95,427.53,427.45
1670,4/9/16,415.95,419.64,420.65,424.47,424.04,423.77,427.4,429.95,427.53,427.45,430.27
1671,4/10/16,419.64,420.65,424.47,424.04,423.77,427.4,429.95,427.53,427.45,430.27,438.61
1672,4/11/16,420.65,424.47,424.04,423.77,427.4,429.95,427.53,427.45,430.27,438.61,446.03
1673,4/12/16,424.47,424.04,423.77,427.4,429.95,427.53,427.45,430.27,438.61,446.03,447.44
1674,4/13/16,424.04,423.77,427.4,429.95,427.53,427.45,430.27,438.61,446.03,447.44,448.04
1675,4/14/16,423.77,427.4,429.95,427.53,427.45,430.27,438.61,446.03,447.44,448.04,457.95
1676,4/15/16,427.4,429.95,427.53,427.45,430.27,438.61,446.03,447.44,448.04,457.95,461.88
1677,4/16/16,429.95,427.53,427.45,430.27,438.61,446.03,447.44,448.04,457.95,461.88,465.49
1678,4/17/16,427.53,427.45,430.27,438.61,446.03,447.44,448.04,457.95,461.88,465.49,456.42
1679,4/18/16,427.45,430.27,438.61,446.03,447.44,448.04,457.95,461.88,465.49,456.42,444.67
1680,4/19/16,430.27,438.61,446.03,447.44,448.04,457.95,461.88,465.49,456.42,444.67,451.77
1681,4/20/16,438.61,446.03,447.44,448.04,457.95,461.88,465.49,456.42,444.67,451.77,451.12
1682,4/21/16,446.03,447.44,448.04,457.95,461.88,465.49,456.42,444.67,451.77,451.12,451.23
1683,4/22/16,447.44,448.04,457.95,461.88,465.49,456.42,444.67,451.77,451.12,451.23,443.85
1684,4/23/16,448.04,457.95,461.88,465.49,456.42,444.67,451.77,451.12,451.23,443.85,447.68
1685,4/24/16,457.95,461.88,465.49,456.42,444.67,451.77,451.12,451.23,443.85,447.68,447.23
1686,4/25/16,461.88,465.49,456.42,444.67,451.77,451.12,451.23,443.85,447.68,447.23,447.75
1687,4/26/16,465.49,456.42,444.67,451.77,451.12,451.23,443.85,447.68,447.23,447.75,454.6
1688,4/27/16,456.42,444.67,451.77,451.12,451.23,443.85,447.68,447.23,447.75,454.6,458.33
1689,4/28/16,444.67,451.77,451.12,451.23,443.85,447.68,447.23,447.75,454.6,458.33,457.44
1690,4/29/16,451.77,451.12,451.23,443.85,447.68,447.23,447.75,454.6,458.33,457.44,459.72
1691,4/30/16,451.12,451.23,443.85,447.68,447.23,447.75,454.6,458.33,457.44,459.72,453.89
1692,5/1/16,451.23,443.85,447.68,447.23,447.75,454.6,458.33,457.44,459.72,453.89,453.67
1693,5/2/16,443.85,447.68,447.23,447.75,454.6,458.33,457.44,459.72,453.89,453.67,451.96
1694,5/3/16,447.68,447.23,447.75,454.6,458.33,457.44,459.72,453.89,453.67,451.96,454.88
1695,5/4/16,447.23,447.75,454.6,458.33,457.44,459.72,453.89,453.67,451.96,454.88,455.85
1696,5/5/16,447.75,454.6,458.33,457.44,459.72,453.89,453.67,451.96,454.88,455.85,456.59
1697,5/6/16,454.6,458.33,457.44,459.72,453.89,453.67,451.96,454.88,455.85,456.59,455.51
1698,5/7/16,458.33,457.44,459.72,453.89,453.67,451.96,454.88,455.85,456.59,455.51,453.47
1699,5/8/16,457.44,459.72,453.89,453.67,451.96,454.88,455.85,456.59,455.51,453.47,454.07
1700,5/9/16,459.72,453.89,453.67,451.96,454.88,455.85,456.59,455.51,453.47,454.07,447.46
1701,5/10/16,453.89,453.67,451.96,454.88,455.85,456.59,455.51,453.47,454.07,447.46,441.08
1702,5/11/16,453.67,451.96,454.88,455.85,456.59,455.51,453.47,454.07,447.46,441.08,440.7
1703,5/12/16,451.96,454.88,455.85,456.59,455.51,453.47,454.07,447.46,441.08,440.7,439.29
1704,5/13/16,454.88,455.85,456.59,455.51,453.47,454.07,447.46,441.08,440.7,439.29,440.71
1705,5/14/16,455.85,456.59,455.51,453.47,454.07,447.46,441.08,440.7,439.29,440.71,444.77
1706,5/15/16,456.59,455.51,453.47,454.07,447.46,441.08,440.7,439.29,440.71,444.77,447.58
1707,5/16/16,455.51,453.47,454.07,447.46,441.08,440.7,439.29,440.71,444.77,447.58,450.03
1708,5/17/16,453.47,454.07,447.46,441.08,440.7,439.29,440.71,444.77,447.58,450.03,470.78
1709,5/18/16,454.07,447.46,441.08,440.7,439.29,440.71,444.77,447.58,450.03,470.78,493.97
1710,5/19/16,447.46,441.08,440.7,439.29,440.71,444.77,447.58,450.03,470.78,493.97,519.56
1711,5/20/16,441.08,440.7,439.29,440.71,444.77,447.58,450.03,470.78,493.97,519.56,526.05
1712,5/21/16,440.7,439.29,440.71,444.77,447.58,450.03,470.78,493.97,519.56,526.05,535.62
1713,5/22/16,439.29,440.71,444.77,447.58,450.03,470.78,493.97,519.56,526.05,535.62,534.89
1714,5/23/16,440.71,444.77,447.58,450.03,470.78,493.97,519.56,526.05,535.62,534.89,535.63
1715,5/24/16,444.77,447.58,450.03,470.78,493.97,519.56,526.05,535.62,534.89,535.63,558.84
1716,5/25/16,447.58,450.03,470.78,493.97,519.56,526.05,535.62,534.89,535.63,558.84,574.23
1717,5/26/16,450.03,470.78,493.97,519.56,526.05,535.62,534.89,535.63,558.84,574.23,573.16
1718,5/27/16,470.78,493.97,519.56,526.05,535.62,534.89,535.63,558.84,574.23,573.16,582.16
1719,5/28/16,493.97,519.56,526.05,535.62,534.89,535.63,558.84,574.23,573.16,582.16,579.96
1720,5/29/16,519.56,526.05,535.62,534.89,535.63,558.84,574.23,573.16,582.16,579.96,578.6
1721,5/30/16,526.05,535.62,534.89,535.63,558.84,574.23,573.16,582.16,579.96,578.6,576.51
1722,5/31/16,535.62,534.89,535.63,558.84,574.23,573.16,582.16,579.96,578.6,576.51,576.1
1723,6/1/16,534.89,535.63,558.84,574.23,573.16,582.16,579.96,578.6,576.51,576.1,589.64
1724,6/2/16,535.63,558.84,574.23,573.16,582.16,579.96,578.6,576.51,576.1,589.64,643.09
1725,6/3/16,558.84,574.23,573.16,582.16,579.96,578.6,576.51,576.1,589.64,643.09,691.45
1726,6/4/16,574.23,573.16,582.16,579.96,578.6,576.51,576.1,589.64,643.09,691.45,681.4
1727,6/5/16,573.16,582.16,579.96,578.6,576.51,576.1,589.64,643.09,691.45,681.4,684.31
1728,6/6/16,582.16,579.96,578.6,576.51,576.1,589.64,643.09,691.45,681.4,684.31,738.45
1729,6/7/16,579.96,578.6,576.51,576.1,589.64,643.09,691.45,681.4,684.31,738.45,738.93
1730,6/8/16,578.6,576.51,576.1,589.64,643.09,691.45,681.4,684.31,738.45,738.93,753.96
1731,6/9/16,576.51,576.1,589.64,643.09,691.45,681.4,684.31,738.45,738.93,753.96,754.72
1732,6/10/16,576.1,589.64,643.09,691.45,681.4,684.31,738.45,738.93,753.96,754.72,741.9
1733,6/11/16,589.64,643.09,691.45,681.4,684.31,738.45,738.93,753.96,754.72,741.9,673.33
1734,6/12/16,643.09,691.45,681.4,684.31,738.45,738.93,753.96,754.72,741.9,673.33,635.8
1735,6/13/16,691.45,681.4,684.31,738.45,738.93,753.96,754.72,741.9,673.33,635.8,587.53
1736,6/14/16,681.4,684.31,738.45,738.93,753.96,754.72,741.9,673.33,635.8,587.53,653.5
1737,6/15/16,684.31,738.45,738.93,753.96,754.72,741.9,673.33,635.8,587.53,653.5,665.31
1738,6/16/16,738.45,738.93,753.96,754.72,741.9,673.33,635.8,587.53,653.5,665.31,629.12
1739,6/17/16,738.93,753.96,754.72,741.9,673.33,635.8,587.53,653.5,665.31,629.12,638.75
1740,6/18/16,753.96,754.72,741.9,673.33,635.8,587.53,653.5,665.31,629.12,638.75,647.04
1741,6/19/16,754.72,741.9,673.33,635.8,587.53,653.5,665.31,629.12,638.75,647.04,631.82
1742,6/20/16,741.9,673.33,635.8,587.53,653.5,665.31,629.12,638.75,647.04,631.82,654.54
1743,6/21/16,673.33,635.8,587.53,653.5,665.31,629.12,638.75,647.04,631.82,654.54,674.54
1744,6/22/16,635.8,587.53,653.5,665.31,629.12,638.75,647.04,631.82,654.54,674.54,692.23
1745,6/23/16,587.53,653.5,665.31,629.12,638.75,647.04,631.82,654.54,674.54,692.23,670.19
1746,6/24/16,653.5,665.31,629.12,638.75,647.04,631.82,654.54,674.54,692.23,670.19,669.19
1747,6/25/16,665.31,629.12,638.75,647.04,631.82,654.54,674.54,692.23,670.19,669.19,672.26
1748,6/26/16,629.12,638.75,647.04,631.82,654.54,674.54,692.23,670.19,669.19,672.26,671.97
1749,6/27/16,638.75,647.04,631.82,654.54,674.54,692.23,670.19,669.19,672.26,671.97,635.2
1750,6/28/16,647.04,631.82,654.54,674.54,692.23,670.19,669.19,672.26,671.97,635.2,646.41
1751,6/29/16,631.82,654.54,674.54,692.23,670.19,669.19,672.26,671.97,635.2,646.41,646.38
1752,6/30/16,654.54,674.54,692.23,670.19,669.19,672.26,671.97,635.2,646.41,646.38,644.2
1753,7/1/16,674.54,692.23,670.19,669.19,672.26,671.97,635.2,646.41,646.38,644.2,649.01
1754,7/2/16,692.23,670.19,669.19,672.26,671.97,635.2,646.41,646.38,644.2,649.01,662.2
1755,7/3/16,670.19,669.19,672.26,671.97,635.2,646.41,646.38,644.2,649.01,662.2,660.59
1756,7/4/16,669.19,672.26,671.97,635.2,646.41,646.38,644.2,649.01,662.2,660.59,659.01
1757,7/5/16,672.26,671.97,635.2,646.41,646.38,644.2,649.01,662.2,660.59,659.01,663.98
1758,7/6/16,671.97,635.2,646.41,646.38,644.2,649.01,662.2,660.59,659.01,663.98,660.38
1759,7/7/16,635.2,646.41,646.38,644.2,649.01,662.2,660.59,659.01,663.98,660.38,674.99
1760,7/8/16,646.41,646.38,644.2,649.01,662.2,660.59,659.01,663.98,660.38,674.99,676.38
1761,7/9/16,646.38,644.2,649.01,662.2,660.59,659.01,663.98,660.38,674.99,676.38,671.16
1762,7/10/16,644.2,649.01,662.2,660.59,659.01,663.98,660.38,674.99,676.38,671.16,667.6
1763,7/11/16,649.01,662.2,660.59,659.01,663.98,660.38,674.99,676.38,671.16,667.6,663.69
1764,7/12/16,662.2,660.59,659.01,663.98,660.38,674.99,676.38,671.16,667.6,663.69,656.35
1765,7/13/16,660.59,659.01,663.98,660.38,674.99,676.38,671.16,667.6,663.69,656.35,652.41
1766,7/14/16,659.01,663.98,660.38,674.99,676.38,671.16,667.6,663.69,656.35,652.41,657.98
1767,7/15/16,663.98,660.38,674.99,676.38,671.16,667.6,663.69,656.35,652.41,657.98,655.47
1768,7/16/16,660.38,674.99,676.38,671.16,667.6,663.69,656.35,652.41,657.98,655.47,650.57
1769,7/17/16,674.99,676.38,671.16,667.6,663.69,656.35,652.41,657.98,655.47,650.57,653.69
1770,7/18/16,676.38,671.16,667.6,663.69,656.35,652.41,657.98,655.47,650.57,653.69,654.68
1771,7/19/16,671.16,667.6,663.69,656.35,652.41,657.98,655.47,650.57,653.69,654.68,654.5
1772,7/20/16,667.6,663.69,656.35,652.41,657.98,655.47,650.57,653.69,654.68,654.5,654.81
1773,7/21/16,663.69,656.35,652.41,657.98,655.47,650.57,653.69,654.68,654.5,654.81,633.57
1774,7/22/16,656.35,652.41,657.98,655.47,650.57,653.69,654.68,654.5,654.81,633.57,616.61
1775,7/23/16,652.41,657.98,655.47,650.57,653.69,654.68,654.5,654.81,633.57,616.61,547.47
1776,7/24/16,657.98,655.47,650.57,653.69,654.68,654.5,654.81,633.57,616.61,547.47,548.49
1777,7/25/16,655.47,650.57,653.69,654.68,654.5,654.81,633.57,616.61,547.47,548.49,570.54
1778,7/26/16,650.57,653.69,654.68,654.5,654.81,633.57,616.61,547.47,548.49,570.54,570.35
1779,7/27/16,653.69,654.68,654.5,654.81,633.57,616.61,547.47,548.49,570.54,570.35,576.45
1780,7/28/16,654.68,654.5,654.81,633.57,616.61,547.47,548.49,570.54,570.35,576.45,591.1
1781,7/29/16,654.5,654.81,633.57,616.61,547.47,548.49,570.54,570.35,576.45,591.1,589.88
1782,7/30/16,654.81,633.57,616.61,547.47,548.49,570.54,570.35,576.45,591.1,589.88,584.8
1783,7/31/16,633.57,616.61,547.47,548.49,570.54,570.35,576.45,591.1,589.88,584.8,592.94
1784,8/1/16,616.61,547.47,548.49,570.54,570.35,576.45,591.1,589.88,584.8,592.94,591.39
1785,8/2/16,547.47,548.49,570.54,570.35,576.45,591.1,589.88,584.8,592.94,591.39,586.19
1786,8/3/16,548.49,570.54,570.35,576.45,591.1,589.88,584.8,592.94,591.39,586.19,585.7
1787,8/4/16,570.54,570.35,576.45,591.1,589.88,584.8,592.94,591.39,586.19,585.7,571.0
1788,8/5/16,570.35,576.45,591.1,589.88,584.8,592.94,591.39,586.19,585.7,571.0,565.09
1789,8/6/16,576.45,591.1,589.88,584.8,592.94,591.39,586.19,585.7,571.0,565.09,571.95
1790,8/7/16,591.1,589.88,584.8,592.94,591.39,586.19,585.7,571.0,565.09,571.95,571.58
1791,8/8/16,589.88,584.8,592.94,591.39,586.19,585.7,571.0,565.09,571.95,571.58,572.56
1792,8/9/16,584.8,592.94,591.39,586.19,585.7,571.0,565.09,571.95,571.58,572.56,570.32
1793,8/10/16,592.94,591.39,586.19,585.7,571.0,565.09,571.95,571.58,572.56,570.32,575.67
1794,8/11/16,591.39,586.19,585.7,571.0,565.09,571.95,571.58,572.56,570.32,575.67,578.69
1795,8/12/16,586.19,585.7,571.0,565.09,571.95,571.58,572.56,570.32,575.67,578.69,580.06
1796,8/13/16,585.7,571.0,565.09,571.95,571.58,572.56,570.32,575.67,578.69,580.06,580.86
1797,8/14/16,571.0,565.09,571.95,571.58,572.56,570.32,575.67,578.69,580.06,580.86,578.91
1798,8/15/16,565.09,571.95,571.58,572.56,570.32,575.67,578.69,580.06,580.86,578.91,574.86
1799,8/16/16,571.95,571.58,572.56,570.32,575.67,578.69,580.06,580.86,578.91,574.86,577.81
1800,8/17/16,571.58,572.56,570.32,575.67,578.69,580.06,580.86,578.91,574.86,577.81,569.87
1801,8/18/16,572.56,570.32,575.67,578.69,580.06,580.86,578.91,574.86,577.81,569.87,570.51
1802,8/19/16,570.32,575.67,578.69,580.06,580.86,578.91,574.86,577.81,569.87,570.51,573.26
1803,8/20/16,575.67,578.69,580.06,580.86,578.91,574.86,577.81,569.87,570.51,573.26,574.26
1804,8/21/16,578.69,580.06,580.86,578.91,574.86,577.81,569.87,570.51,573.26,574.26,571.35
1805,8/22/16,580.06,580.86,578.91,574.86,577.81,569.87,570.51,573.26,574.26,571.35,570.01
1806,8/23/16,580.86,578.91,574.86,577.81,569.87,570.51,573.26,574.26,571.35,570.01,571.08
1807,8/24/16,578.91,574.86,577.81,569.87,570.51,573.26,574.26,571.35,570.01,571.08,583.21
1808,8/25/16,574.86,577.81,569.87,570.51,573.26,574.26,571.35,570.01,571.08,583.21,600.95
1809,8/26/16,577.81,569.87,570.51,573.26,574.26,571.35,570.01,571.08,583.21,600.95,601.09
1810,8/27/16,569.87,570.51,573.26,574.26,571.35,570.01,571.08,583.21,600.95,601.09,606.1
1811,8/28/16,570.51,573.26,574.26,571.35,570.01,571.08,583.21,600.95,601.09,606.1,610.74
1812,8/29/16,573.26,574.26,571.35,570.01,571.08,583.21,600.95,601.09,606.1,610.74,622.39
1813,8/30/16,574.26,571.35,570.01,571.08,583.21,600.95,601.09,606.1,610.74,622.39,620.61
1814,8/31/16,571.35,570.01,571.08,583.21,600.95,601.09,606.1,610.74,622.39,620.61,622.2
1815,9/1/16,570.01,571.08,583.21,600.95,601.09,606.1,610.74,622.39,620.61,622.2,607.14
1816,9/2/16,571.08,583.21,600.95,601.09,606.1,610.74,622.39,620.61,622.2,607.14,605.57
1817,9/3/16,583.21,600.95,601.09,606.1,610.74,622.39,620.61,622.2,607.14,605.57,606.79
1818,9/4/16,600.95,601.09,606.1,610.74,622.39,620.61,622.2,607.14,605.57,606.79,608.36
1819,9/5/16,601.09,606.1,610.74,622.39,620.61,622.2,607.14,605.57,606.79,608.36,606.2
1820,9/6/16,606.1,610.74,622.39,620.61,622.2,607.14,605.57,606.79,608.36,606.2,606.69
1821,9/7/16,610.74,622.39,620.61,622.2,607.14,605.57,606.79,608.36,606.2,606.69,604.01
1822,9/8/16,622.39,620.61,622.2,607.14,605.57,606.79,608.36,606.2,606.69,604.01,606.07
1823,9/9/16,620.61,622.2,607.14,605.57,606.79,608.36,606.2,606.69,604.01,606.07,607.37
1824,9/10/16,622.2,607.14,605.57,606.79,608.36,606.2,606.69,604.01,606.07,607.37,606.59
1825,9/11/16,607.14,605.57,606.79,608.36,606.2,606.69,604.01,606.07,607.37,606.59,594.92
1826,9/12/16,605.57,606.79,608.36,606.2,606.69,604.01,606.07,607.37,606.59,594.92,594.95
1827,9/13/16,606.79,608.36,606.2,606.69,604.01,606.07,607.37,606.59,594.92,594.95,597.4
1828,9/14/16,608.36,606.2,606.69,604.01,606.07,607.37,606.59,594.92,594.95,597.4,600.92
1829,9/15/16,606.2,606.69,604.01,606.07,607.37,606.59,594.92,594.95,597.4,600.92,598.92
1830,9/16/16,606.69,604.01,606.07,607.37,606.59,594.92,594.95,597.4,600.92,598.92,602.69
1831,9/17/16,604.01,606.07,607.37,606.59,594.92,594.95,597.4,600.92,598.92,602.69,604.15
1832,9/18/16,606.07,607.37,606.59,594.92,594.95,597.4,600.92,598.92,602.69,604.15,603.39
1833,9/19/16,607.37,606.59,594.92,594.95,597.4,600.92,598.92,602.69,604.15,603.39,603.77
1834,9/20/16,606.59,594.92,594.95,597.4,600.92,598.92,602.69,604.15,603.39,603.77,605.07
1835,9/21/16,594.92,594.95,597.4,600.92,598.92,602.69,604.15,603.39,603.77,605.07,611.47
1836,9/22/16,594.95,597.4,600.92,598.92,602.69,604.15,603.39,603.77,605.07,611.47,608.46
1837,9/23/16,597.4,600.92,598.92,602.69,604.15,603.39,603.77,605.07,611.47,608.46,610.12
1838,9/24/16,600.92,598.92,602.69,604.15,603.39,603.77,605.07,611.47,608.46,610.12,607.56
1839,9/25/16,598.92,602.69,604.15,603.39,603.77,605.07,611.47,608.46,610.12,607.56,609.45
1840,9/26/16,602.69,604.15,603.39,603.77,605.07,611.47,608.46,610.12,607.56,609.45,609.35
1841,9/27/16,604.15,603.39,603.77,605.07,611.47,608.46,610.12,607.56,609.45,609.35,611.89
1842,9/28/16,603.39,603.77,605.07,611.47,608.46,610.12,607.56,609.45,609.35,611.89,614.43
1843,9/29/16,603.77,605.07,611.47,608.46,610.12,607.56,609.45,609.35,611.89,614.43,613.07
1844,9/30/16,605.07,611.47,608.46,610.12,607.56,609.45,609.35,611.89,614.43,613.07,614.63
1845,10/1/16,611.47,608.46,610.12,607.56,609.45,609.35,611.89,614.43,613.07,614.63,630.64
1846,10/2/16,608.46,610.12,607.56,609.45,609.35,611.89,614.43,613.07,614.63,630.64,635.78
1847,10/3/16,610.12,607.56,609.45,609.35,611.89,614.43,613.07,614.63,630.64,635.78,634.47
1848,10/4/16,607.56,609.45,609.35,611.89,614.43,613.07,614.63,630.64,635.78,634.47,634.97
1849,10/5/16,609.45,609.35,611.89,614.43,613.07,614.63,630.64,635.78,634.47,634.97,638.78
1850,10/6/16,609.35,611.89,614.43,613.07,614.63,630.64,635.78,634.47,634.97,638.78,638.63
1851,10/7/16,611.89,614.43,613.07,614.63,630.64,635.78,634.47,634.97,638.78,638.63,635.72
1852,10/8/16,614.43,613.07,614.63,630.64,635.78,634.47,634.97,638.78,638.63,635.72,635.43
1853,10/9/16,613.07,614.63,630.64,635.78,634.47,634.97,638.78,638.63,635.72,635.43,631.38
